# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/mnt/data/gdata/human/hg38/chr21/homo_sapiens_hg38_chr21.gtf" "-o" "../03_count/siC1_chr21_counts.txt" "-R" "BAM" "siC1_chr21_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	siC1_chr21_Aligned.sortedByCoord.out.bam
ENSG00000224421	21	36388878	36389112	-	235	4
ENSG00000230479	21;21	36430360;36480231	36430412;36481070	+;+	893	5
ENSG00000233818	21;21;21;21	36445731;36445822;36460290;36531971	36446007;36446007;36460752;36532408	+;+;+;+	1178	2
ENSG00000159261	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	36460621;36460621;36460621;36460621;36460621;36466367;36477374;36479495;36479495;36510363;36510363;36526280;36542565;36542565;36576411	36461776;36461776;36461776;36461776;36461776;36466441;36477563;36480090;36480090;36510500;36510500;36526527;36542855;36542600;36576569	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2853	2
ENSG00000279365	21	36485867	36487760	+	1894	0
ENSG00000223741	21;21	36485983;36487292	36486971;36487411	-;-	1109	0
ENSG00000231324	21;21	36632681;36636791	36633570;36637033	-;-	1133	24
ENSG00000224269	21;21	36698773;36701297	36698843;36701564	-;-	339	20
ENSG00000159263	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	36699133;36699134;36699134;36709168;36709168;36709168;36709181;36712533;36712533;36712533;36712566;36719821;36719821;36719821;36719821;36723045;36723045;36723045;36726119;36726119;36726119;36731045;36731045;36731045;36741717;36741717;36741717;36743387;36743387;36743387;36744728;36744728;36744728;36745795;36747665	36699921;36699921;36699921;36709250;36710613;36709250;36709250;36712622;36712622;36712622;36712622;36720587;36719929;36719929;36719929;36723130;36723130;36723130;36726318;36726318;36726318;36731151;36731151;36731151;36741864;36741864;36741864;36743555;36743555;36743555;36745136;36745136;36746324;36745871;36749917	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7652	740
ENSG00000159267	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	36750888;36750888;36751192;36756542;36756542;36756542;36759727;36759727;36759727;36765012;36765012;36765012;36767218;36767218;36767218;36896570;36896860;36896860;36896860;36930251;36930251;36930251;36930251;36936449;36936449;36936449;36937168;36937185;36937214;36938832;36938832;36938832;36938832;36938832;36938832;36946009;36946009;36947333;36948166;36962036;36962036;36962036;36962036;36962036;36962036;36966444;36966444;36980372;36980784;36990158;36990158	36754417;36754417;36754417;36756755;36756755;36756755;36759841;36759841;36759841;36765172;36765172;36765172;36767285;36767285;36767285;36897131;36897131;36897131;36897131;36930417;36930433;36930433;36930433;36937392;36937392;36937392;36937392;36937392;36937392;36938994;36938994;36938994;36938994;36938994;36938994;36946154;36946154;36948287;36948287;36962170;36962170;36962170;36962170;36962170;36962170;36966639;36966473;36980628;36980964;36990224;36990236	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7889	835
ENSG00000237646	21;21	36803984;36806036	36804265;36806284	-;-	531	6
ENSG00000199806	21	36851911	36852028	+	118	2
ENSG00000270652	21;21	36943267;36943837	36943516;36944125	+;+	539	2
ENSG00000224790	21;21;21;21;21;21;21;21	36966492;36966512;36968554;36968554;36969601;36971765;36972007;36973600	36966611;36966611;36968807;36968807;36969620;36971828;36972249;36975164	+;+;+;+;+;+;+;+	2266	50
ENSG00000207416	21	36986739	36986851	-	113	2
ENSG00000215734	21	36994643	36995075	+	433	0
ENSG00000183145	21;21;21;21;21;21;21;21;21;21;21	37006150;37006202;37006563;37008157;37008157;37008157;37013551;37013551;37017874;37017874;37017874	37006233;37006233;37006876;37008223;37008223;37008223;37013618;37013618;37019659;37019659;37019659	+;+;+;+;+;+;+;+;+;+;+	2319	0
ENSG00000212136	21	37045530	37045636	+	107	0
ENSG00000185808	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	37059170;37062846;37065374;37065374;37065374;37065374;37067262;37067262;37067262;37067262;37067262;37067262;37069267;37069552;37069552;37069552;37069552;37069552;37069552;37072145;37072145;37072434;37072434;37072434;37072434;37072434;37072434;37072434;37072434;37072848;37072991;37073000;37073000	37065712;37065712;37065712;37065712;37065712;37065712;37067380;37067380;37067380;37067380;37067380;37067380;37069624;37069624;37069624;37069624;37069624;37069624;37069624;37072310;37072310;37072723;37072997;37072537;37072537;37072537;37072811;37072537;37072537;37072900;37073011;37073170;37073158	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7923	163
ENSG00000182670	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	37073226;37073251;37073258;37073267;37073267;37073271;37073277;37073277;37073281;37073281;37073290;37081596;37083626;37085790;37085790;37087247;37087247;37087247;37087247;37087247;37087247;37087247;37087247;37087833;37087833;37087833;37087833;37087833;37087833;37087833;37087833;37087833;37088196;37088196;37088196;37088196;37088196;37088196;37088196;37088196;37088196;37088799;37088799;37088799;37088799;37088799;37088799;37088799;37088799;37088799;37088799;37090233;37090233;37090233;37090233;37090233;37090233;37090233;37090233;37090233;37091293;37091293;37091293;37091293;37091293;37091293;37091293;37091293;37091293;37091293;37091327;37091394;37093309;37094005;37094005;37094005;37094005;37094005;37094005;37094005;37094005;37094005;37094005;37095350;37095350;37095350;37095350;37095350;37095350;37095350;37095350;37095350;37095350;37095350;37096581;37096581;37096581;37096581;37096581;37096581;37096581;37096581;37096581;37096581;37097915;37107738;37108392;37108392;37108392;37108392;37108392;37108392;37108392;37108392;37108392;37108392;37108392;37108392;37108392;37121237;37121817;37121817;37121817;37121817;37121817;37121817;37121817;37121817;37121817;37121817;37121817;37121817;37121817;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37122983;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37124619;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37126080;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37129003;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37132682;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37135380;37138634;37138634;37138634;37138634;37138634;37138634;37138634;37138634;37138634;37138634;37138634;37140561;37140561;37140561;37140561;37140561;37140561;37140561;37140561;37140561;37140561;37140561;37144525;37144525;37144525;37144525;37144525;37144525;37144525;37144525;37144525;37144525;37144525;37144560;37147481;37147481;37147481;37147481;37147481;37147481;37147481;37147481;37147481;37147481;37147481;37147481;37148546;37148546;37148546;37148546;37148546;37148546;37148546;37148546;37148546;37148546;37148546;37150078;37150078;37150078;37150078;37150078;37150078;37150078;37150078;37150078;37150078;37150078;37150078;37150820;37150820;37150820;37150820;37150820;37150820;37150820;37150820;37150820;37150820;37150820;37150820;37151893;37151893;37151893;37151893;37151893;37151893;37151893;37151893;37151893;37151893;37151893;37151893;37152951;37152951;37152951;37152951;37152951;37152951;37152951;37152951;37152951;37152951;37153125;37153237;37156655;37156655;37156655;37156655;37156655;37156655;37156655;37156655;37156655;37156655;37156741;37157161;37158131;37159519;37159699;37159699;37159699;37159699;37159699;37159699;37159699;37159699;37159699;37159699;37159699;37160802;37160802;37160802;37160802;37160802;37160802;37160802;37160802;37160802;37160802;37160802;37160802;37161990;37161990;37161990;37161990;37161990;37161990;37161990;37161990;37161990;37161990;37161990;37161990;37164051;37164051;37164051;37164051;37164051;37164051;37164051;37164051;37164051;37164051;37164051;37164051;37165550;37165550;37165550;37165550;37165550;37165550;37165550;37165550;37165550;37165550;37165550;37165550;37167555;37167555;37167555;37167555;37167555;37167555;37172595;37172595;37172595;37172595;37172595;37172595;37182774;37182774;37182774;37182774;37182774;37182774;37185706;37185706;37185706;37185706;37185706;37185706;37187049;37187049;37187049;37187049;37187049;37188495;37188495;37188495;37188495;37188495;37191334;37191334;37191334;37191334;37191334;37191334;37192112;37192112;37192112;37192112;37192112;37194453;37194966;37195675;37195675;37195675;37195675;37195675;37195675;37195675;37197570;37197570;37197570;37197570;37197570;37197570;37197570;37197882;37197882;37197882;37197882;37197882;37197882;37197882;37200232;37200232;37200232;37200232;37200232;37200232;37201440;37201440;37201440;37201440;37201440;37201440	37073364;37073473;37073364;37073364;37073364;37073364;37073473;37073473;37073364;37073364;37073364;37084331;37084331;37087401;37087401;37087401;37087401;37087401;37087401;37087401;37087401;37087401;37087401;37087875;37087875;37088346;37087875;37087875;37087875;37087875;37087875;37087875;37088346;37088346;37088346;37088346;37088346;37088346;37088346;37088346;37088346;37088886;37088886;37088886;37088886;37088886;37088886;37088886;37088886;37088886;37088886;37090286;37090286;37090286;37090286;37090286;37090286;37090286;37090286;37090286;37091413;37091413;37091626;37091413;37091413;37091413;37091413;37091413;37091413;37091413;37091413;37091413;37093402;37094090;37094090;37094090;37094090;37094090;37094090;37094090;37094090;37094090;37094090;37095490;37095444;37095444;37095444;37095444;37095444;37095444;37095444;37095444;37095444;37095444;37096885;37096643;37096643;37096643;37096643;37096643;37096643;37096643;37096643;37096643;37099098;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37108446;37121342;37121979;37121979;37121979;37121979;37121979;37121979;37121979;37121979;37121979;37121979;37121979;37121979;37121979;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37123028;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37124742;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37126143;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37129063;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37132766;37135514;37135514;37135514;37135514;37135514;37135452;37135514;37135426;37135514;37135514;37135514;37135514;37135514;37135411;37138714;37138714;37138714;37138714;37138714;37138714;37138714;37138714;37138714;37138714;37138714;37140673;37140673;37140673;37140673;37140673;37140673;37140673;37140673;37140673;37140673;37140673;37144645;37144645;37144645;37144645;37144645;37144645;37144645;37144645;37144645;37144645;37144645;37144645;37147603;37147603;37147603;37147603;37147603;37147603;37147603;37147603;37147603;37147603;37147603;37147603;37148647;37148647;37148647;37148647;37148647;37148647;37148647;37148647;37148647;37148647;37148647;37150170;37150170;37150170;37150170;37150170;37150170;37150170;37150170;37150170;37150170;37150170;37150170;37150884;37150884;37150884;37150884;37150884;37150884;37150884;37150884;37150884;37150884;37150884;37150884;37152029;37152029;37152029;37152029;37152029;37152029;37151967;37152029;37152029;37151958;37152029;37152029;37153277;37153277;37153277;37153277;37153277;37153323;37153277;37153277;37153277;37153277;37153277;37153277;37156906;37156906;37156906;37156906;37156906;37156906;37156906;37156906;37156906;37156906;37156906;37157214;37158203;37159745;37159745;37159745;37159745;37159745;37159745;37159745;37159745;37159745;37159745;37159745;37159745;37160858;37160858;37160858;37160858;37160858;37160858;37160858;37160858;37160858;37160858;37160858;37160858;37162063;37162063;37162063;37162063;37162063;37162063;37162063;37162063;37162063;37162063;37162063;37162063;37164215;37164215;37164215;37164215;37164215;37164215;37164215;37164215;37164215;37164215;37164215;37164215;37165765;37166615;37165765;37165640;37166615;37166615;37166615;37166615;37166615;37165765;37165765;37165751;37167620;37167620;37167620;37167620;37167620;37167620;37172744;37172744;37172744;37172744;37172744;37172744;37182913;37182913;37182913;37182913;37182913;37182913;37186079;37185774;37185774;37185774;37185774;37185774;37187145;37187145;37187145;37187145;37187145;37188595;37188595;37188595;37188595;37188595;37191424;37191424;37191424;37191424;37191424;37191424;37192213;37192213;37192213;37192213;37192213;37194698;37195017;37196036;37196036;37196036;37196036;37196036;37196036;37196036;37197696;37197696;37197696;37197696;37197696;37197696;37197696;37197947;37198025;37198025;37198025;37198025;37198025;37198025;37200324;37200324;37200324;37200324;37200324;37200324;37201621;37203112;37203112;37203112;37203112;37203103	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15883	1706
ENSG00000270116	21	37100814	37101343	+	530	16
ENSG00000228677	21;21	37187666;37193808	37188643;37193926	-;-	1097	13
ENSG00000230366	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	37208503;37208503;37208503;37208503;37208503;37208654;37208654;37208654;37208654;37208654;37210005;37214096;37214096;37216405;37216405;37216405;37220238;37220238;37220238;37220238;37220561	37208544;37208544;37208544;37208544;37208544;37208756;37208756;37208756;37208756;37208756;37210114;37214153;37214153;37216493;37216493;37216493;37221736;37220696;37220697;37220695;37220688	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1901	4
ENSG00000263969	21	37215605	37215903	+	299	4
ENSG00000242553	21;21	37221419;37237404	37221597;37237744	+;+	520	4
ENSG00000157538	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	37223420;37223420;37223420;37225299;37225472;37225516;37225544;37227654;37227654;37227654;37227654;37227654;37227654;37228223;37228223;37228223;37228223;37228223;37228223;37228223;37229145;37230518;37231493;37231493;37232377;37232377;37232377;37232377;37232377;37232377;37232377;37233292;37233362;37233362;37233362;37233362;37233362;37238205;37238356;37238460;37238460;37238460;37238460;37238460;37238460;37240496;37240496;37240496;37240496;37240496;37240496;37261082;37261082;37266792;37266792;37267238;37267238;37267238;37267238;37267238;37267238;37267238;37267238;37267238;37267238	37225626;37225626;37227806;37225626;37225626;37225626;37225626;37227806;37227806;37227806;37227806;37227806;37227806;37228373;37228373;37228373;37228373;37228373;37228373;37229483;37229222;37230818;37231590;37231975;37232451;37232451;37232451;37232451;37232451;37232645;37232451;37233442;37233442;37233442;37233442;37233442;37233442;37238609;37238609;37238609;37238609;37238609;37238609;37238609;37238609;37240639;37240639;37240639;37240639;37240639;37240639;37261937;37261937;37267153;37266847;37267340;37267403;37267301;37267318;37267532;37267329;37267346;37267351;37267919;37267532	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9301	550
ENSG00000272948	21	37267784	37268497	+	714	24
ENSG00000273210	21	37365477	37365932	-	456	2
ENSG00000157540	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	37365790;37366934;37367577;37367581;37367581;37410570;37415490;37418905;37420299;37420299;37420299;37420299;37420300;37420325;37420375;37430269;37472684;37472684;37472684;37472684;37472684;37472684;37472684;37472684;37478181;37478181;37478181;37478181;37478208;37478208;37480638;37480638;37480638;37480638;37480638;37480638;37486467;37486467;37486467;37486467;37486467;37490175;37490175;37490175;37490175;37493017;37493017;37493017;37493017;37496118;37496118;37496118;37496118;37505283;37505283;37505283;37505283;37506099;37506099;37506099;37511911;37511911;37511911;37511911	37366185;37367628;37367628;37367628;37367628;37410670;37415565;37420384;37420384;37420384;37420384;37420385;37420384;37420384;37420384;37430400;37472715;37472880;37472880;37472880;37472880;37472811;37472880;37472880;37478300;37478300;37478300;37478300;37478300;37478300;37480826;37480826;37480826;37480705;37480826;37480826;37486614;37486614;37486614;37486614;37486481;37490461;37490461;37490461;37490461;37493163;37493163;37493163;37493163;37496258;37496258;37496258;37496258;37505589;37505589;37505589;37505589;37506223;37506223;37506354;37511954;37512586;37517450;37515377	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10213	1255
ENSG00000157542	21;21;21;21	37607376;37714211;37840658;37915884	37625484;37715131;37840709;37916446	-;-;-;-	19645	4
ENSG00000233213	21;21	37717102;37719347	37717235;37719569	-;-	357	0
ENSG00000184029	21;21;21;21;21;21;21;21;21;21;21;21;21	37951425;37952821;38054011;38093244;38094758;38097267;38099277;38120307;38120307;38120307;38121128;38121128;38121128	37951702;37953005;38054773;38093348;38094840;38097509;38099338;38120408;38120408;38120408;38121331;38121339;38121360	-;-;-;-;-;-;-;-;-;-;-;-;-	2054	0
ENSG00000223608	21;21	38006544;38010478	38006826;38010618	-;-	424	0
ENSG00000198054	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	38121451;38121473;38121473;38121473;38121473;38121473;38122312;38122312;38122312;38122312;38122312;38122312;38122332;38154415;38154415;38154433;38154433;38154433;38155549;38156304;38156304;38156304;38156304;38156304;38156304;38156304;38156304;38156934;38169169;38187932	38121601;38121601;38121601;38121601;38121601;38121601;38122668;38122411;38122411;38122483;38122668;38122411;38122411;38154529;38154529;38154529;38154529;38154529;38155852;38156511;38156511;38156428;38156511;38156511;38156511;38156511;38156511;38157085;38169268;38188016	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1472	0
ENSG00000157551	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	38157034;38157034;38157034;38157034;38157034;38157034;38157034;38169169;38169169;38169169;38169169;38256698;38256698;38256741;38256741;38256741;38256742;38256743;38256875;38256948;38257046;38257046;38257046;38257046;38257046;38257046;38257046;38257104;38257104;38267299;38268894;38272250;38272295;38272420;38272423;38285587;38285587;38285587;38285587;38285592;38291606;38291606;38291606;38291606;38291606;38296557;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38296926;38298144;38298144;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299244;38299253;38299253	38157085;38157085;38157085;38157085;38157085;38157085;38157085;38169268;38169268;38169268;38169268;38256787;38256787;38256787;38256787;38256787;38256787;38256787;38257185;38257185;38257185;38257185;38257185;38257185;38257185;38257185;38257185;38257185;38257185;38267342;38269041;38272557;38272557;38272557;38272557;38285689;38285689;38285689;38285689;38285689;38291747;38291747;38291747;38291747;38291747;38296635;38297011;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38297023;38298282;38298282;38299731;38299678;38301822;38301821;38299997;38299319;38301490;38299380;38307357;38299731;38299445;38301822;38301822;38299406;38299406;38299406;38299406;38299406;38299337;38301490;38299406	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9728	0
ENSG00000270835	21;21	38204141;38204544	38206080;38205606	-;-	1940	0
ENSG00000233316	21;21;21;21	38206156;38206472;38208135;38208135	38206360;38206616;38208644;38208460	+;+;+;+	860	0
ENSG00000226012	21;21	38237217;38238113	38237414;38238201	-;-	287	0
ENSG00000231123	21	38238227	38238664	-	438	0
ENSG00000231231	21;21;21;21;21;21;21;21;21	38323635;38325783;38326352;38332426;38332426;38332962;38332962;38333316;38333316	38323898;38325954;38326545;38332477;38332477;38333032;38333032;38333421;38333364	-;-;-;-;-;-;-;-;-	859	0
